@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 153\nSize of the tree: 305\n','Number of leaves: 157\nSize of the tree: 313\n','Number of leaves: 150\nSize of the tree: 299\n','Number of leaves: 152\nSize of the tree: 303\n','Number of leaves: 151\nSize of the tree: 301\n','Number of leaves: 139\nSize of the tree: 277\n','Number of leaves: 155\nSize of the tree: 309\n','Number of leaves: 156\nSize of the tree: 311\n','Number of leaves: 138\nSize of the tree: 275\n','Number of leaves: 140\nSize of the tree: 279\n','Number of leaves: 131\nSize of the tree: 261\n','Number of leaves: 136\nSize of the tree: 271\n','Number of leaves: 134\nSize of the tree: 267\n','Number of leaves: 143\nSize of the tree: 285\n','Number of leaves: 114\nSize of the tree: 227\n','Number of leaves: 106\nSize of the tree: 211\n','Number of leaves: 108\nSize of the tree: 215\n','Number of leaves: 104\nSize of the tree: 207\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 70\nSize of the tree: 139\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 73\nSize of the tree: 145\n','Number of leaves: 67\nSize of the tree: 133\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 19\nSize of the tree: 37\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,87,33,0,72.5,27.5,0,0.694444,0.062354,0.224763,34.640866,74.920945,398.631371,23679.281837,-23280.650465,3.321928,197.327349,-194.005421,278.910954,2.324258,8396.056319,0.5,6,0.018519,2,0.981481,106,0.5,6,0.75,0.5,0.6,0.579066,0.741127,0.481481,0.725,0.030556,0.969444,0.275,0.756407,0.725,0.726868,0.705025,0.874691,0.634962,0.726868,0.725,1.445,0,1.359375,0,1359.375,0,88033,6854107,797467,79.166667,14.416667,'Number of leaves: 68\nSize of the tree: 135\n',135,68,68
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,88,32,0,73.333333,26.666667,0,0.703704,0.060163,0.214936,33.423748,71.645307,398.631371,16192.055669,-15793.424297,3.321928,134.933797,-131.611869,286.281082,2.385676,8617.919284,0.666667,8,0.009259,1,0.990741,107,0.333333,4,0.888889,0.666667,0.761905,0.74878,0.822917,0.642593,0.733333,0.02963,0.97037,0.266667,0.747331,0.733333,0.731784,0.707549,0.897029,0.674773,0.731784,0.733333,1.191,0.001,1.140625,0,1140.625,0,84613,6854107,797467,80.833333,16.333333,'Number of leaves: 63\nSize of the tree: 125\n',125,63,63
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,80,40,0,66.666667,33.333333,0,0.62963,0.072728,0.231673,40.404389,77.22417,398.631371,19422.231905,-19023.600533,3.321928,161.851933,-158.530004,263.002096,2.191684,7917.15198,0.833333,10,0.037037,4,0.962963,104,0.166667,2,0.714286,0.833333,0.769231,0.74415,0.934414,0.814155,0.666667,0.037037,0.962963,0.333333,0.663983,0.666667,0.654519,0.624523,0.878742,0.616623,0.654519,0.666667,1.595,0.002,1.359375,0,1359.375,0,80509,6854107,797467,79.166667,16.916667,'Number of leaves: 57\nSize of the tree: 113\n',113,57,57
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,75,45,0,62.5,37.5,0,0.583333,0.076976,0.247231,42.764336,82.410426,398.631371,19437.517235,-19038.885864,3.321928,161.97931,-158.657382,250.021495,2.083512,7526.396969,0.75,9,0.046296,5,0.953704,103,0.25,3,0.642857,0.75,0.692308,0.657621,0.959877,0.636426,0.625,0.041667,0.958333,0.375,0.651573,0.625,0.627905,0.592568,0.875386,0.619483,0.627905,0.625,1.098,0.001,1.03125,0,1031.25,0,80509,6854107,797467,78.333333,16.333333,'Number of leaves: 57\nSize of the tree: 113\n',113,57,57
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,89,31,0,74.166667,25.833333,0,0.712963,0.058944,0.202594,32.746534,67.531484,398.631371,16177.348761,-15778.71739,3.321928,134.81124,-131.489312,292.83626,2.440302,8815.249817,0.75,9,0.037037,4,0.962963,104,0.25,3,0.692308,0.75,0.72,0.688186,0.881173,0.810526,0.741667,0.028704,0.971296,0.258333,0.760468,0.741667,0.741856,0.718974,0.90598,0.727292,0.741856,0.741667,1.147,0,1.15625,0,1156.25,0,81193,6854107,797467,83.333333,18,'Number of leaves: 58\nSize of the tree: 115\n',115,58,58
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,83,37,0,69.166667,30.833333,0,0.657407,0.065806,0.220964,36.558752,73.654816,398.631371,14049.360799,-13650.729427,3.321928,117.078007,-113.756079,279.37872,2.328156,8410.137473,0.416667,5,0.009259,1,0.990741,107,0.583333,7,0.833333,0.416667,0.555556,0.560794,0.837963,0.553441,0.691667,0.034259,0.965741,0.308333,0.729427,0.691667,0.690773,0.668767,0.913927,0.688287,0.690773,0.691667,1.154,0.001,1.125,0,1125,0,79825,6854107,797467,83.333333,17.416667,'Number of leaves: 56\nSize of the tree: 111\n',111,56,56
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,79,41,0,65.833333,34.166667,0,0.62037,0.072002,0.231602,40.001346,77.200551,398.631371,18352.079229,-17953.447858,3.321928,152.933994,-149.612065,262.636287,2.188636,7906.140032,0.75,9,0.055556,6,0.944444,102,0.25,3,0.6,0.75,0.666667,0.629941,0.890818,0.705556,0.658333,0.037963,0.962037,0.341667,0.6622,0.658333,0.653404,0.619839,0.888079,0.645569,0.653404,0.658333,1.896,0.002,1.296875,0,1296.875,0,83245,6854107,797467,80,18,'Number of leaves: 61\nSize of the tree: 121\n',121,61,61
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,83,37,0,69.166667,30.833333,0,0.657407,0.066956,0.217399,37.198054,72.466387,398.631371,17256.663114,-16858.031742,3.321928,143.805526,-140.483598,277.278764,2.310656,8346.922507,0.916667,11,0.027778,3,0.972222,105,0.083333,1,0.785714,0.916667,0.846154,0.830679,0.993827,0.906944,0.691667,0.034259,0.965741,0.308333,0.712772,0.691667,0.691528,0.663949,0.902083,0.688657,0.691528,0.691667,2.206,0,1.46875,0,1468.75,0,78457,6854107,797467,85,19.5,'Number of leaves: 54\nSize of the tree: 107\n',107,54,54
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,1,weka.classifiers.trees.J48,'-U -M 5',-217733168393644444,20180206.0411,1080,120,83,37,0,69.166667,30.833333,0,0.657407,0.06424,0.224671,35.688788,74.890358,398.631371,24746.50769,-24347.876318,3.321928,206.220897,-202.898969,277.548865,2.312907,8355.053354,0.916667,11,0.037037,4,0.962963,104,0.083333,1,0.733333,0.916667,0.814815,0.797925,0.940586,0.786505,0.691667,0.034259,0.965741,0.308333,0.70309,0.691667,0.686834,0.65923,0.875347,0.66045,0.686834,0.691667,1.335,0,1.265625,0,1265.625,0,89401,6854107,797467,80,15.083333,'Number of leaves: 70\nSize of the tree: 139\n',139,70,70
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,2,weka.classifiers.trees.J48,'-U -M 5',-217733168393644444,20180206.0411,1080,120,79,41,0,65.833333,34.166667,0,0.62037,0.07156,0.234379,39.755411,78.126242,398.631371,19409.404367,-19010.772996,3.321928,161.745036,-158.423108,266.822878,2.223524,8032.168983,0.666667,8,0.018519,2,0.981481,106,0.333333,4,0.8,0.666667,0.727273,0.703526,0.87963,0.650379,0.658333,0.037963,0.962037,0.341667,0.676086,0.658333,0.657094,0.625941,0.887886,0.639809,0.657094,0.658333,1.466,0.001,1.34375,0,1343.75,0,89401,6854107,797467,82.5,15.5,'Number of leaves: 70\nSize of the tree: 139\n',139,70,70
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,3,weka.classifiers.trees.J48,'-U -M 5',-217733168393644444,20180206.0411,1080,120,88,32,0,73.333333,26.666667,0,0.703704,0.060527,0.222293,33.626229,74.097733,398.631371,23676.760597,-23278.129225,3.321928,197.306338,-193.98441,282.433775,2.353615,8502.103802,0.5,6,0.018519,2,0.981481,106,0.5,6,0.75,0.5,0.6,0.579066,0.741127,0.481481,0.733333,0.02963,0.97037,0.266667,0.762121,0.733333,0.734635,0.713251,0.87608,0.645906,0.734635,0.733333,1.616,0,1.1875,0,1187.5,0,90769,6854107,797467,79.166667,13.25,'Number of leaves: 72\nSize of the tree: 143\n',143,72,72
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,4,weka.classifiers.trees.J48,'-U -M 5',-217733168393644444,20180206.0411,1080,120,89,31,0,74.166667,25.833333,0,0.712963,0.059043,0.212883,32.801501,70.96106,398.631371,20465.405671,-20066.774299,3.321928,170.545047,-167.223119,288.002969,2.400025,8669.753253,0.666667,8,0.009259,1,0.990741,107,0.333333,4,0.888889,0.666667,0.761905,0.74878,0.779321,0.625926,0.741667,0.028704,0.971296,0.258333,0.749453,0.741667,0.739117,0.714487,0.885262,0.672789,0.739117,0.741667,1.227,0.001,1.109375,0,1109.375,0,88033,6854107,797467,79.166667,14.666667,'Number of leaves: 68\nSize of the tree: 135\n',135,68,68
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,5,weka.classifiers.trees.J48,'-U -M 5',-217733168393644444,20180206.0411,1080,120,82,38,0,68.333333,31.666667,0,0.648148,0.069923,0.228157,38.846187,76.05217,398.631371,19418.650819,-19020.019447,3.321928,161.82209,-158.500162,269.094313,2.242453,8100.545991,0.833333,10,0.037037,4,0.962963,104,0.166667,2,0.714286,0.833333,0.769231,0.74415,0.934799,0.814155,0.683333,0.035185,0.964815,0.316667,0.689873,0.683333,0.673518,0.646627,0.881019,0.630612,0.673518,0.683333,1.285,0.001,1.15625,0,1156.25,0,85981,6854107,797467,77.5,15,'Number of leaves: 65\nSize of the tree: 129\n',129,65,65
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,6,weka.classifiers.trees.J48,'-U -M 5',-217733168393644444,20180206.0411,1080,120,74,46,0,61.666667,38.333333,0,0.574074,0.077028,0.248751,42.793092,82.917122,398.631371,22643.490524,-22244.859152,3.321928,188.695754,-185.373826,250.729581,2.089413,7547.712467,0.75,9,0.046296,5,0.953704,103,0.25,3,0.642857,0.75,0.692308,0.657621,0.958333,0.631162,0.616667,0.042593,0.957407,0.383333,0.648116,0.616667,0.622318,0.58586,0.867515,0.621103,0.622318,0.616667,1.082,0.001,1.046875,0,1046.875,0,83929,6854107,797467,76.666667,15.5,'Number of leaves: 62\nSize of the tree: 123\n',123,62,62
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,7,weka.classifiers.trees.J48,'-U -M 5',-217733168393644444,20180206.0411,1080,120,86,34,0,71.666667,28.333333,0,0.685185,0.058964,0.205241,32.757815,68.413743,398.631371,18310.049201,-17911.41783,3.321928,152.583743,-149.261815,293.273401,2.443945,8828.409061,0.75,9,0.037037,4,0.962963,104,0.25,3,0.692308,0.75,0.72,0.688186,0.882716,0.810526,0.716667,0.031481,0.968519,0.283333,0.730941,0.716667,0.719039,0.69056,0.900463,0.726346,0.719039,0.716667,1.226,0,1.1875,0,1187.5,0,88033,6854107,797467,83.333333,14.5,'Number of leaves: 68\nSize of the tree: 135\n',135,68,68
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,8,weka.classifiers.trees.J48,'-U -M 5',-217733168393644444,20180206.0411,1080,120,81,39,0,67.5,32.5,0,0.638889,0.064816,0.222704,36.008669,74.234555,398.631371,20459.624773,-20060.993402,3.321928,170.496873,-167.174945,281.428375,2.345236,8471.838237,0.416667,5,0.018519,2,0.981481,106,0.583333,7,0.714286,0.416667,0.526316,0.509635,0.838349,0.55646,0.675,0.036111,0.963889,0.325,0.708751,0.675,0.675688,0.649752,0.893133,0.666801,0.675688,0.675,1.123,0,1.0625,0,1062.5,0,91453,6854107,797467,82.5,15.083333,'Number of leaves: 73\nSize of the tree: 145\n',145,73,73
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,9,weka.classifiers.trees.J48,'-U -M 5',-217733168393644444,20180206.0411,1080,120,78,42,0,65,35,0,0.611111,0.072375,0.235196,40.208296,78.398666,398.631371,23701.33873,-23302.707359,3.321928,197.511156,-194.189228,262.221448,2.185179,7893.652147,0.75,9,0.055556,6,0.944444,102,0.25,3,0.6,0.75,0.666667,0.629941,0.890818,0.705556,0.65,0.038889,0.961111,0.35,0.650978,0.65,0.643921,0.60933,0.870062,0.634264,0.643921,0.65,1.296,0.001,1.203125,0,1203.125,0,87349,6854107,797467,78.333333,16.583333,'Number of leaves: 67\nSize of the tree: 133\n',133,67,67
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,10,weka.classifiers.trees.J48,'-U -M 5',-217733168393644444,20180206.0411,1080,120,81,39,0,67.5,32.5,0,0.638889,0.06676,0.220785,37.088682,73.594858,398.631371,20466.646934,-20068.015563,3.321928,170.555391,-167.233463,276.896309,2.307469,8335.409459,0.916667,11,0.046296,5,0.953704,103,0.083333,1,0.6875,0.916667,0.785714,0.768122,0.993827,0.906944,0.675,0.036111,0.963889,0.325,0.695239,0.675,0.674266,0.644917,0.89321,0.684883,0.674266,0.675,1.676,0,1.34375,0,1343.75,0,81877,6854107,797467,82.5,17.5,'Number of leaves: 59\nSize of the tree: 117\n',117,59,59
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,84,36,0,70,30,0,0.666667,0.064628,0.225145,35.904531,75.048296,398.631371,24747.773784,-24349.142412,3.321928,206.231448,-202.90952,276.874206,2.307285,8334.744112,0.916667,11,0.037037,4,0.962963,104,0.083333,1,0.733333,0.916667,0.814815,0.797925,0.941744,0.791958,0.7,0.033333,0.966667,0.3,0.713292,0.7,0.696414,0.669532,0.873765,0.652961,0.696414,0.7,1.255,0,1.203125,0,1203.125,0,85297,6854107,797467,80,16.25,'Number of leaves: 64\nSize of the tree: 127\n',127,64,64
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,79,41,0,65.833333,34.166667,0,0.62037,0.07362,0.234364,40.899767,78.12126,398.631371,17274.678968,-16876.047597,3.321928,143.955658,-140.63373,261.292904,2.177441,7865.700179,0.75,9,0.027778,3,0.972222,105,0.25,3,0.75,0.75,0.75,0.722222,0.876929,0.617045,0.658333,0.037963,0.962037,0.341667,0.683451,0.658333,0.66391,0.630288,0.890895,0.629797,0.66391,0.658333,1.318,0,1.25,0,1250,0,77773,6854107,797467,85.833333,18.416667,'Number of leaves: 53\nSize of the tree: 105\n',105,53,53
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,87,33,0,72.5,27.5,0,0.694444,0.062354,0.224763,34.640866,74.920945,398.631371,23679.281837,-23280.650465,3.321928,197.327349,-194.005421,278.910954,2.324258,8396.056319,0.5,6,0.018519,2,0.981481,106,0.5,6,0.75,0.5,0.6,0.579066,0.741127,0.481481,0.725,0.030556,0.969444,0.275,0.756407,0.725,0.726868,0.705025,0.874691,0.634962,0.726868,0.725,1.256,0.001,1.203125,0,1203.125,0,88033,6854107,797467,79.166667,14.416667,'Number of leaves: 68\nSize of the tree: 135\n',135,68,68
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,88,32,0,73.333333,26.666667,0,0.703704,0.060163,0.214936,33.423748,71.645307,398.631371,16192.055669,-15793.424297,3.321928,134.933797,-131.611869,286.281082,2.385676,8617.919284,0.666667,8,0.009259,1,0.990741,107,0.333333,4,0.888889,0.666667,0.761905,0.74878,0.822917,0.642593,0.733333,0.02963,0.97037,0.266667,0.747331,0.733333,0.731784,0.707549,0.897029,0.674773,0.731784,0.733333,1.098,0.001,1.09375,0,1093.75,0,84613,6854107,797467,80.833333,16.333333,'Number of leaves: 63\nSize of the tree: 125\n',125,63,63
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,80,40,0,66.666667,33.333333,0,0.62963,0.072728,0.231673,40.404389,77.22417,398.631371,19422.231905,-19023.600533,3.321928,161.851933,-158.530004,263.002096,2.191684,7917.15198,0.833333,10,0.037037,4,0.962963,104,0.166667,2,0.714286,0.833333,0.769231,0.74415,0.934414,0.814155,0.666667,0.037037,0.962963,0.333333,0.663983,0.666667,0.654519,0.624523,0.878742,0.616623,0.654519,0.666667,1.139,0.001,1.140625,0,1140.625,0,80509,6854107,797467,79.166667,16.916667,'Number of leaves: 57\nSize of the tree: 113\n',113,57,57
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,75,45,0,62.5,37.5,0,0.583333,0.076976,0.247231,42.764336,82.410426,398.631371,19437.517235,-19038.885864,3.321928,161.97931,-158.657382,250.021495,2.083512,7526.396969,0.75,9,0.046296,5,0.953704,103,0.25,3,0.642857,0.75,0.692308,0.657621,0.959877,0.636426,0.625,0.041667,0.958333,0.375,0.651573,0.625,0.627905,0.592568,0.875386,0.619483,0.627905,0.625,1.072,0,1.0625,0,1062.5,0,80509,6854107,797467,78.333333,16.333333,'Number of leaves: 57\nSize of the tree: 113\n',113,57,57
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,89,31,0,74.166667,25.833333,0,0.712963,0.058944,0.202594,32.746534,67.531484,398.631371,16177.348761,-15778.71739,3.321928,134.81124,-131.489312,292.83626,2.440302,8815.249817,0.75,9,0.037037,4,0.962963,104,0.25,3,0.692308,0.75,0.72,0.688186,0.881173,0.810526,0.741667,0.028704,0.971296,0.258333,0.760468,0.741667,0.741856,0.718974,0.90598,0.727292,0.741856,0.741667,1.145,0.001,1.140625,0,1140.625,0,81193,6854107,797467,83.333333,18,'Number of leaves: 58\nSize of the tree: 115\n',115,58,58
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,83,37,0,69.166667,30.833333,0,0.657407,0.065806,0.220964,36.558752,73.654816,398.631371,14049.360799,-13650.729427,3.321928,117.078007,-113.756079,279.37872,2.328156,8410.137473,0.416667,5,0.009259,1,0.990741,107,0.583333,7,0.833333,0.416667,0.555556,0.560794,0.837963,0.553441,0.691667,0.034259,0.965741,0.308333,0.729427,0.691667,0.690773,0.668767,0.913927,0.688287,0.690773,0.691667,1.097,0,1.09375,0,1093.75,0,79825,6854107,797467,83.333333,17.416667,'Number of leaves: 56\nSize of the tree: 111\n',111,56,56
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0411,1080,120,79,41,0,65.833333,34.166667,0,0.62037,0.072002,0.231602,40.001346,77.200551,398.631371,18352.079229,-17953.447858,3.321928,152.933994,-149.612065,262.636287,2.188636,7906.140032,0.75,9,0.055556,6,0.944444,102,0.25,3,0.6,0.75,0.666667,0.629941,0.890818,0.705556,0.658333,0.037963,0.962037,0.341667,0.6622,0.658333,0.653404,0.619839,0.888079,0.645569,0.653404,0.658333,1.108,0.001,1.078125,0,1078.125,0,83245,6854107,797467,80,18,'Number of leaves: 61\nSize of the tree: 121\n',121,61,61
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 5',-217733168393644444,20180206.0412,1080,120,83,37,0,69.166667,30.833333,0,0.657407,0.066956,0.217399,37.198054,72.466387,398.631371,17256.663114,-16858.031742,3.321928,143.805526,-140.483598,277.278764,2.310656,8346.922507,0.916667,11,0.027778,3,0.972222,105,0.083333,1,0.785714,0.916667,0.846154,0.830679,0.993827,0.906944,0.691667,0.034259,0.965741,0.308333,0.712772,0.691667,0.691528,0.663949,0.902083,0.688657,0.691528,0.691667,1.17,0,1.125,0,1125,0,78457,6854107,797467,85,19.5,'Number of leaves: 54\nSize of the tree: 107\n',107,54,54
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,1,weka.classifiers.trees.J48,'-U -M 10',-217733168393644444,20180206.0412,1080,120,86,34,0,71.666667,28.333333,0,0.685185,0.065884,0.211967,36.601987,70.655541,398.631371,17247.709683,-16849.078311,3.321928,143.730914,-140.408986,284.154603,2.367955,8553.905893,0.666667,8,0.009259,1,0.990741,107,0.333333,4,0.888889,0.666667,0.761905,0.74878,0.988812,0.848274,0.716667,0.031481,0.968519,0.283333,0.729927,0.716667,0.718149,0.689862,0.900733,0.692408,0.718149,0.716667,1.002,0,1,0,1000,0,71617,6854107,797467,85.833333,19.583333,'Number of leaves: 44\nSize of the tree: 87\n',87,44,44
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,2,weka.classifiers.trees.J48,'-U -M 10',-217733168393644444,20180206.0412,1080,120,85,35,0,70.833333,29.166667,0,0.675926,0.065154,0.205145,36.196407,68.38175,398.631371,9755.475434,-9356.844062,3.321928,81.295629,-77.973701,288.703604,2.405863,8690.84446,0.75,9,0.027778,3,0.972222,105,0.25,3,0.75,0.75,0.75,0.722222,0.879244,0.663636,0.708333,0.032407,0.967593,0.291667,0.714549,0.708333,0.703666,0.676384,0.928549,0.725726,0.703666,0.708333,0.943,0,0.9375,0,937.5,0,68881,6854107,797467,90,20.833333,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,3,weka.classifiers.trees.J48,'-U -M 10',-217733168393644444,20180206.0412,1080,120,82,38,0,68.333333,31.666667,0,0.648148,0.069791,0.219851,38.772576,73.283797,398.631371,12987.108397,-12588.477025,3.321928,108.225903,-104.903975,272.953823,2.274615,8216.728818,0.583333,7,0.018519,2,0.981481,106,0.416667,5,0.777778,0.583333,0.666667,0.643318,0.88696,0.683333,0.683333,0.035185,0.964815,0.316667,0.712458,0.683333,0.681768,0.656716,0.910069,0.669726,0.681768,0.683333,0.885,0,0.859375,0,859.375,0,66829,6854107,797467,85.833333,19.583333,'Number of leaves: 37\nSize of the tree: 73\n',73,37,37
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,4,weka.classifiers.trees.J48,'-U -M 10',-217733168393644444,20180206.0412,1080,120,88,32,0,73.333333,26.666667,0,0.703704,0.06624,0.205192,36.800062,68.397233,398.631371,6552.707091,-6154.07572,3.321928,54.605892,-51.283964,283.533227,2.362777,8535.200612,0.666667,8,0.009259,1,0.990741,107,0.333333,4,0.888889,0.666667,0.761905,0.74878,0.982253,0.815189,0.733333,0.02963,0.97037,0.266667,0.729295,0.733333,0.724099,0.699101,0.935108,0.714794,0.724099,0.733333,0.902,0,0.90625,0,906.25,0,68197,6854107,797467,92.5,22.25,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,5,weka.classifiers.trees.J48,'-U -M 10',-217733168393644444,20180206.0412,1080,120,83,37,0,69.166667,30.833333,0,0.657407,0.067677,0.205293,37.598369,68.43103,398.631371,10836.84309,-10438.211719,3.321928,90.307026,-86.985098,283.984823,2.36654,8548.795016,0.916667,11,0.018519,2,0.981481,106,0.083333,1,0.846154,0.916667,0.88,0.866936,0.989969,0.84707,0.691667,0.034259,0.965741,0.308333,0.67317,0.691667,0.675396,0.646182,0.916165,0.696761,0.675396,0.691667,0.93,0.001,0.921875,0,921.875,0,68881,6854107,797467,86.666667,22,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40
